id,especie,nome_comum,grupo,ciclo,altura_min,altura_max,habito,origem,precipitacao_min,precipitacao_max,temp_min,temp_max,tolerancia_seca,tolerancia_encharcamento,tolerancia_frio_geada,tolerancia_sombra,tropical,cerrado,subtropical,subtropical_secundario,temperado,subtropical_quente,subtropical_de_altitude,subtropical_umido,subtropical_frio,quente,chuvoso,semiarido,subtropical_semiarido,tropical_altitude,estacao_fria,quente_umido,tropical_umido,temperado_frio,temperado_medio,regioes_frias,tolerancia_acidez,ph_min,ph_max,tolerancia_aluminio,exigencia_fertilidade,drenagem_solo,textura_solo,controle_plantas_daninhas,controle_plantas_pragas_doencas,profundidade_raiz_min,profundidade_raiz_max,produtividade_minima_ms,produtividade_maxima_ms,proteina_min,proteina_max,digestibilidade,biomassa_min,biomassa_max,tolerancia_pastejo,rebrota,persistencia,pastejo,pastagem,consorcio,cobertura_solo,recuperacao_area_degradadas,sistemas_agroflorestais,fenacao,integracao_lavoura_pecuaria,rotacao_culturas,reforma_canaviais,plantio_direto,ILPF,culturas_perenes,fitorremediacao,alimentacao_animal,silagem,capineiras,quebra_vento,consorcio_milho,adubacao_verde,cobertura_vegetal,controle_erosao,controle_nematoides,consorcio_perenes,recuperacao_solos,forragem,preenchimento_devazio_forrageiro,alimentacao_humana,banco_proteinas,producao_oleo,biomassa,rotacao_milho,consorcio_gramineas,reforma_pastagem,graos,sucessao_culturas,consorcio_forrageiras,controle_ervadaninha,controle de nematoides,diversificacao_biologica,aumento_materia_organica ,forragem_ruminantes,incremento_materia_organica,ciclagem_nutrientes,sucessao_milho,sucessao_soja,sucessao_algodao,sucessao_feijao,algodao,mucuna,guandu,cobertura_permanente,forragem_frescca,feno,melhoria_fertilidade_solo,geracao_palhada,consorcio_leguminosas,rotacao_cultura_solos_pobres_acidos,rotacao_cultura_inverno,melhoria_estrutura_solo,descompactacao_solo,protecao_solo,melhoria_quimica_solo,melhoria_fisica_biologica,conservacao_solo,cobertura_morta_SPD,cobertura_inverno,reciclagem_nutrientes,equilibrio_microbiologico_solo,antecessora_milho,forragem_inverno,rotacao_leguminosas,ciclagem_nutrientes,incorporacao_materia_organica,biodisel,racao_animal,controle_doencas_radiculares,producao_graos_malteacao,cultivo_entrelinhas_frutiferas,planta_cobertura,fornecimento_nitrogenio,triticale,crotalaria,graos_seco_alimentacao_animal,forragem_verde,pastejo_consorciado_gramineas,rotacao_soja,rotacao_feijao,rotacao_algodao,controle_biologico_compactacao_solo,materiaprima_biocombustivel,recuperacao_solos_compactados,recuperacao_solos_baixa_retencaohidrica,consorcio_aveia,consorcio_nabo_forrageiro,consorcio_triticale,fornecimento_p_solo,pastejo_direto,fixacao_biologica_nitrogenio,quebra_ciclo_patogenos_leguminosas,quebra_ciclo_patogenos_hortalica,altenativa_milho_regioes_frias,rotacao_cevada,rotacao_trigo,rotacao_centeio,rotacao_triticale,melhoria_estrutura_areacao_solo,aumento_ciclagem_disponibilidade_ N,corte_verde,forragem_pastejo,uso_desmama,uso_maternidade,pre-secado,producao_sementes,recuperacao_pastagem,farinha,revegetacao_areas_contaminadas,producao_fibras,atracao_polinizadores,controle_biologico,medicina_popular,aumento_proteina_pastagem,pecuaria_leiteira,pecuaria_corte,pastagem_consorciada,pastagens_inverno,ovinos,equinos
55,Euchlaena mexicana,Teosinto,graminea,anual,0.7,0.9,cespitoso,América Central ,NA,NA,NA,NA,baixa,baixa,NA,baixa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,baixa,5.5,7.5,moderada,media,boa,medio,alta,baixa,1.5,2.5,NA,NA,15,NA,NA,NA,NA,media,alta,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,Panicum maximum cv.Tanzânia,capim Tanzania,graminea,perene,1.2,2.5,cespitoso,NA,NA,NA,NA,NA,media,NA,baixa,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,media,4.5,7.5,media,media,bem drenado,medio-argiloso,moderado,NA,1.5,2.5,30,35,NA,NA,NA,NA,NA,alta,alta,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Urochloa brizantha cv. Xaraés,Capim-xaraés,graminea,perene,1.2,2.5,cespitoso,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,alta,4.0,6.5,media,media,boa,medio-argiloso,alta,moderada,1.5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Urochloa brizantha cv. Piatã,Capim. Piatã,graminea,perene,0.85,1.1,NA,NA,NA,NA,NA,NA,NA,alta,muito baixa,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,media,4.5,6.5,media,media,boa,medio-argiloso,alta,moderada,1.5,2.5,NA,NA,NA,NA,NA,NA,NA,media,alta,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Cynodon spp.,NA,graminea,perene,0.2,0.9,rasteiro,Africa/ Ásia ,NA,NA,15,17,moderada,baixa,moderada,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,baixa,5.5,7.5,baixa,media-alta,bem drenado,leve-medio,alta,baixa,1.0,2.0,20,NA,11,15,"61,5",NA,NA,alta,alta,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Cenchrus ciliaris,capim-buffel,graminea,perene,0.4,1.5,cespitoso,Africa/ India/ Indonesia,347.6,1027.3,30,NA,alta,baixa,baixa,NA,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,media,5.0,8.0,media,baixa,bem drenado,leve-medio,sim,NA,1.5,2.5,4,12,10,NA,60,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Stylosanthes spp,Campo Grande,leguminosa,bienal ,0.3,1.5,semi-ereto,América Central e Sul,700,1800,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alta,4.0,6.5,media,baixa,bem drenado,leve-medio,NA,NA,1.0,1.8,8,15,13,18,"62,5",NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Stylosanthes guianensis cv. Bandeirante,Bandeirante,leguminosa,perene,0.4,1.0,semi-ereto ,América do Sul,900,3500,NA,NA,alta,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alta,4.0,6.5,media,baixa,bem drenado,leve-medio,NA,NA,1.0,1.8,6,8,18,20,NA,NA,NA,alta,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Stylosanthes guianensis cv. Mineirão,Mineirão,leguminosa,perene,0.6,1.5,subarbusto,America do Sul,800,1800,NA,NA,alta,NA,NA,moderada,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alta,4.0,6.5,media,baixa,bem drenado,leve-medio,alto,NA,1.0,1.8,20,NA,12,18,60,5,10,alta,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Stylosanthes guianensis cv. Pioneiro,Pioneiro,leguminosa,perene,0.5,1.2,semi-ereto,brasil,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alta,4.0,6.5,media,baixa,bem drenado,leve-medio,alto,sim,1.0,1.8,NA,NA,NA,NA,NA,3,6,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Arachis glabrata Benth.,amendoim forrageiro rizomatoso,leguminosa,perene,0.2,0.6,ereto,America do Sul,600,4000,20,NA,alta,moderada,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alta,4.5,6.5,alta,media,bem drenado,leve-argiloso,sim,NA,5.0,1.5,10,16,10,18,58,NA,NA,alta,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Pueraria phaseoloides (Kudzu tropical),Kudzu tropical,leguminosa,perene,0.5,2.0,trepador,Malasia/Indonesia,850,2500,27,NA,moderada,alta,NA,moderada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alta,4.5,6.5,media,baixa,bem drenado,leve-argiloso,NA,NA,1.5,2.5,5.5,8.6,16,19,NA,NA,NA,media,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
69,Calopogonium mucunoides,Calopogônio,leguminosa,perene,0.5,2.0,trepador,brasil,1100,NA,30,NA,boa,alta,baixa,moderada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alta,4.5,6.5,media,baixa,bem drenado,leve-medio,sim,NA,0.5,1.0,5,NA,16,20,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Glycine wightii Syn. Neonotonia wightii,Soja perene,leguminosa,perene,0.015,0.15,NA,Africa,NA,NA,NA,NA,moderada,NA,moderada ,alta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alta,4.5,6.5,media,media,bem drenado,leve-argiloso,NA,NA,1.5,2.5,5,6,11,20,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
71,Medicago sativa L.,Alfafa,leguminosa,perene,0.4,1.0,ereto,Asia Menor,NA,NA,NA,NA,moderada,NA,NA,baixa,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,baixa,6.0,7.5,baixa,alta,profundo e bem drenado,medio,NA,NA,2.0,5.0,21,30,22,25,60,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Trifolium repens L.,Trevo Branco,leguminosa,perene,0.05,0.3,NA,Europa,NA,NA,20,25,baixa,NA,moderada,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,baixa,5.5,7.5,baixa,media,bem drenado,medio,NA,NA,0.6,1.2,7,11,18,25,85,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
73,Lotus corniculatus L.,Cornichão São Gabriel,leguminosa,perene,0.3,0.75,ereto,Europa,NA,NA,NA,NA,alta,NA,alta,moderada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,moderada,5.0,7.0,baixa,media,bem drenado,medio,NA,NA,0.8,1.5,6,14,24,24,86,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Trifolium pratense L.,Trevo Vermelho,leguminosa,bienal ,0.2,0.8,ereto,Asia,NA,NA,NA,NA,NA,NA,moderada,baixa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,baixa,5.5,7.5,baixa,media,bem drenado,medio,NA,NA,0.8,1.5,8,10,28,28,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,T. vesiculosum,Trevo vesiculoso,leguminosa,anual,0.3,1.0,semi-ereto,NA,NA,NA,15,NA,moderada,baixa,baixa,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,baixa,5.5,7.5,baixa,media,bem drenado,leve-medio,NA,NA,0.8,1.5,9,NA,16,20,"82,5",NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,T. subterraneum,Trevo subterrâneo,leguminosa,anual,0.05,0.3,rasteiro,Europa,NA,NA,20,30,NA,NA,NA,não tolera,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,moderada,5.0,7.0,baixa,media,bem drenado,leve-medio,NA,NA,0.6,1.2,2,3,NA,NA,NA,NA,NA,alta,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
77,Vicia sativa L.,Ervilhaca,leguminosa,anual,0.35,NA,trepador,Europa/Asia,NA,NA,NA,NA,alta,baixa,alta,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,baixa,5.5,7.5,baixa,media,bem drenado,leve-medio,NA,NA,1.0,2.0,4,7,15,20,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,Vicia villosa Roth,Ervilhaca peluda,leguminosa,anual,0.3,1.0,trepador,Ásia Ocidental / Mediterrâneo ,NA,NA,NA,NA,alta,baixa,alta,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,baixa,5.0,7.5,baixa,media,bem drenado,leve-medio,NA,NA,1.0,2.0,4,7,15,20,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Ornithopus sativus,Serradela,leguminosa,anual,0.2,0.6,semi-ereto,costa atlântica da Península Ibérica,NA,NA,NA,NA,NA,baixa,alta,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,alta,4.0,6.5,media,baixa,bem drenado,leve,NA,NA,0.5,1.2,2,6,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Cenchrus Clandestinum,capim-kikuio-verdadeiro,graminea,perene,0.2,0.6,rasteiro,Africa,1200,2000,16,21,moderada,NA,moderada,NA,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,media,5.0,7.5,baixa,media,moderadamente tolerante a solo mal drenado,medio,sim,NA,1.0,2.0,NA,NA,10.8,NA,65,60,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,Cynodon nlemfluensis cv. Estrela-roxa,Estrela-roxa,graminea,perene,0.3,0.8,rasteiro,Africa,600,3000,20,27,moderada,moderada,moderada,moderada,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,baixa,5.5,7.5,NA,alta,NA,amplo,sim,NA,0.6,1.5,17.5,25,15,NA,65,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
82,Lotus subbiflorus,cornichão El Rincon,leguminosa,anual,0.1,0.4,semi-ereto,Europa,NA,NA,NA,NA,NA,NA,moderada,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,alta,5.0,6.5,baixa-moderada,baixa,boa,medio-argiloso,moderado,moderado,0.8,1.5,30,40,NA,NA,NA,NA,NA,SIM,N,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,Cynodon plectostachyus cv. Estrela-branca,estrela-branca,graminea,perene,0.6,2.0,estolonifero,leste da africa,600,1200,NA,NA,alta,NA,baixa,baixa,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,moderada,5.0,7.5,moderada,alta,boa,arenoso,alta,baixa,0.8,1.8,14.3 ,26.8 ,9.64,>12,alta,NA,NA,alta,alta,alta,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
